注文日,商品名,付帯情報,価格
2022/10/27,ピーナッツバターサンドウィッチ（９）　～29歳OL4人の婚活奮闘記！,[Kindle 版] ミツコ  販売: 株式会社 講談社,462
2022/10/27,マザーパラサイト 6巻 【特典イラスト付き】 (ゼノンコミックス),[Kindle 版] 佐藤洋寿  販売: Amazon Services International LLC,673
2022/10/27,罪と快 2巻 (デジタル版ヤングガンガンコミックス),[Kindle 版] 染谷ユウ  販売: 株式会社スクウェア・エニックス,628
2022/10/27,罪と快 3巻 (デジタル版ヤングガンガンコミックス),[Kindle 版] 染谷ユウ  販売: 株式会社スクウェア・エニックス,628
2022/10/27,罪と快 4巻 (デジタル版ヤングガンガンコミックス),[Kindle 版] 染谷ユウ  販売: 株式会社スクウェア・エニックス,660
2022/10/27,罪と快 5巻 (デジタル版ヤングガンガンコミックス),[Kindle 版] 染谷ユウ  販売: 株式会社スクウェア・エニックス,660
2022/10/27,罪と快 6巻 (デジタル版ヤングガンガンコミックス),[Kindle 版] 染谷ユウ  販売: 株式会社スクウェア・エニックス,660
2022/10/27,少年のアビス 2 (ヤングジャンプコミックスDIGITAL),[Kindle 版] 峰浪りょう  販売: 株式会社集英社,659
2022/10/27,東京カンナビス特区 大麻王と呼ばれた男 1巻 【特典イラスト付き】 (ゼノンコミックス),[Kindle 版] 稲井雄人  販売: Amazon Services International LLC,594
2022/10/27,東京カンナビス特区 大麻王と呼ばれた男 2巻 【特典イラスト付き】 (ゼノンコミックス),[Kindle 版] 稲井雄人  販売: Amazon Services International LLC,594
2022/10/27,明日、私は誰かのカノジョ（１１） (サイコミ×裏少年サンデーコミックス),[Kindle 版] をのひなお  販売: 小学館,660
2022/10/27,明日、私は誰かのカノジョ（１２） (サイコミ×裏少年サンデーコミックス),[Kindle 版] をのひなお  販売: 小学館,660
2022/10/28,少年のアビス 1 (ヤングジャンプコミックスDIGITAL),[Kindle 版] 峰浪りょう  販売: 株式会社集英社,659
2022/11/14,クジャクのダンス、誰が見た？（１） (Ｋｉｓｓコミックス),[Kindle 版] 浅見理都  販売: 株式会社 講談社,726
2022/11/15,ヴィンランド・サガ（１１） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,693
2022/11/15,ヴィンランド・サガ（１２） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,693
2022/11/15,ヴィンランド・サガ（１３） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,693
2022/11/15,ヴィンランド・サガ（１４） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,713
2022/11/15,ヴィンランド・サガ（１５） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,693
2022/11/15,ヴィンランド・サガ（１６） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,693
2022/11/15,ヴィンランド・サガ（１７） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,726
2022/11/15,マイホームヒーロー（１５） (ヤングマガジンコミックス),"[Kindle 版] 山川直輝, 朝基まさし  販売: 株式会社 講談社",726
2022/11/15,マイホームヒーロー（１６） (ヤングマガジンコミックス),"[Kindle 版] 山川直輝, 朝基まさし  販売: 株式会社 講談社",726
2022/11/15,マイホームヒーロー（１７） (ヤングマガジンコミックス),"[Kindle 版] 山川直輝, 朝基まさし  販売: 株式会社 講談社",737
2022/11/15,遺書､公開。 2巻 (デジタル版ガンガンコミックスJOKER),[Kindle 版] 陽東太郎  販売: 株式会社スクウェア・エニックス,628
2022/11/15,遺書､公開。 3巻 (デジタル版ガンガンコミックスJOKER),[Kindle 版] 陽東太郎  販売: 株式会社スクウェア・エニックス,628
2022/11/15,遺書､公開。 4巻 (デジタル版ガンガンコミックスJOKER),[Kindle 版] 陽東太郎  販売: 株式会社スクウェア・エニックス,660
2022/11/15,遺書､公開。 5巻 (デジタル版ガンガンコミックスJOKER),[Kindle 版] 陽東太郎  販売: 株式会社スクウェア・エニックス,660
2022/11/15,遺書､公開。 6巻 (デジタル版ガンガンコミックスJOKER),[Kindle 版] 陽東太郎  販売: 株式会社スクウェア・エニックス,660
2022/11/15,遺書､公開。 7巻 (デジタル版ガンガンコミックスJOKER),[Kindle 版] 陽東太郎  販売: 株式会社スクウェア・エニックス,660
2022/11/15,遺書､公開。 8巻 (デジタル版ガンガンコミックスJOKER),[Kindle 版] 陽東太郎  販売: 株式会社スクウェア・エニックス,660
2022/11/15,遺書､公開。 9巻 (デジタル版ガンガンコミックスJOKER),[Kindle 版] 陽東太郎  販売: 株式会社スクウェア・エニックス,660
2022/11/16,ヴィンランド・サガ（１０） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,726
2022/11/16,ヴィンランド・サガ（１８） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,726
2022/11/16,ヴィンランド・サガ（１９） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,726
2022/11/16,ヴィンランド・サガ（２） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,726
2022/11/16,ヴィンランド・サガ（２０） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,693
2022/11/16,ヴィンランド・サガ（２１） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,726
2022/11/16,ヴィンランド・サガ（２２） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,693
2022/11/16,ヴィンランド・サガ（２３） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,748
2022/11/16,ヴィンランド・サガ（２４） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,726
2022/11/16,ヴィンランド・サガ（２５） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,726
2022/11/16,ヴィンランド・サガ（２６） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,748
2022/11/16,ヴィンランド・サガ（３） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,726
2022/11/16,ヴィンランド・サガ（４） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,713
2022/11/16,ヴィンランド・サガ（５） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,693
2022/11/16,ヴィンランド・サガ（６） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,726
2022/11/16,ヴィンランド・サガ（７） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,693
2022/11/16,ヴィンランド・サガ（８） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,693
2022/11/16,ヴィンランド・サガ（９） (アフタヌーンコミックス),[Kindle 版] 幸村誠  販売: 株式会社 講談社,693
2023/4/9,しんどい母から逃げる！！　～いったん親のせいにしてみたら案外うまくいった～,[Kindle 版] 田房永子  販売: 小学館,990
2023/4/9,母がしんどい【電子特典付】 (角川文庫),[Kindle 版] 田房永子  販売: Amazon Services International LLC,594
2023/4/10,ONE PIECE モノクロ版 104 (ジャンプコミックスDIGITAL),[Kindle 版] 尾田栄一郎  販売: 株式会社集英社,502
2023/4/11,ONE PIECE モノクロ版 105 (ジャンプコミックスDIGITAL),[Kindle 版] 尾田栄一郎  販売: 株式会社集英社,502
2023/6/5,その着せ替え人形は恋をする 11巻 (デジタル版ヤングガンガンコミックス),[Kindle 版] 福田晋一  販売: 株式会社スクウェア・エニックス,730
2023/6/5,瓜を破る　６巻 (ラバココミックス),[Kindle 版] 板倉梓  販売: Amazon Services International LLC,594
2023/6/5,瓜を破る　７巻 (ラバココミックス),[Kindle 版] 板倉梓  販売: Amazon Services International LLC,594
2023/6/5,夏目アラタの結婚（１０） (ビッグコミックス),[Kindle 版] 乃木坂太郎  販売: 小学館,693
2023/6/5,夏目アラタの結婚（９） (ビッグコミックス),[Kindle 版] 乃木坂太郎  販売: 小学館,770
2023/6/5,夏目アラタの結婚（９） (ビッグコミックス),[Kindle 版] 乃木坂太郎  販売: 小学館,770
2023/8/8,ONE PIECE モノクロ版 106 (ジャンプコミックスDIGITAL),[Kindle 版] 尾田栄一郎  販売: 株式会社集英社,502
2023/8/18,母のお酒をやめさせたい【電子限定フルカラー版】 (コミックエッセイ),"[Kindle 版] 三森 みさ, 今成 知美, 松本 俊彦  販売: Amazon Services International LLC",770
2023/9/24,住みにごり（３） (ビッグコミックス),[Kindle 版] たかたけし  販売: 小学館,693
2023/9/24,住みにごり（４） (ビッグコミックス),[Kindle 版] たかたけし  販売: 小学館,693
2023/9/25,住みにごり（２） (ビッグコミックス),[Kindle 版] たかたけし  販売: 小学館,693
2023/12/6,ONE PIECE モノクロ版 107 (ジャンプコミックスDIGITAL),[Kindle 版] 尾田栄一郎  販売: 株式会社集英社,502
2023/12/26,けだものたちの時間～狂依存症候群～ （2） (comic RiSky(リスキー)),[Kindle 版] big brother  販売: Amazon Services International LLC,594
2023/12/26,けだものたちの時間～狂依存症候群～ （3） (comic RiSky(リスキー)),[Kindle 版] big brother  販売: Amazon Services International LLC,594
2024/3/12,JUMBO MAX～ハイパーED薬密造人～（５） (ビッグコミックス),[Kindle 版] 高橋ツトム  販売: 小学館,693
2024/3/12,JUMBO MAX～ハイパーED薬密造人～（６） (ビッグコミックス),[Kindle 版] 高橋ツトム  販売: 小学館,693
2024/3/12,JUMBO MAX～ハイパーED薬密造人～（７） (ビッグコミックス),[Kindle 版] 高橋ツトム  販売: 小学館,693
2024/4/19,ONE PIECE モノクロ版 108 (ジャンプコミックスDIGITAL),[Kindle 版] 尾田栄一郎  販売: 株式会社集英社,502
2024/4/21,夏目アラタの結婚（１１） (ビッグコミックス),[Kindle 版] 乃木坂太郎  販売: 小学館,693
2024/4/21,夏目アラタの結婚（１２） (ビッグコミックス),[Kindle 版] 乃木坂太郎  販売: 小学館,759
2024/5/20,怪物事変 18 (ジャンプコミックスDIGITAL),[Kindle 版] 藍本松  販売: 株式会社集英社,543
2024/5/20,怪物事変 18 (ジャンプコミックスDIGITAL),[Kindle 版] 藍本松  販売: 株式会社集英社,543
2024/5/20,怪物事変 19 (ジャンプコミックスDIGITAL),[Kindle 版] 藍本松  販売: 株式会社集英社,543
2024/5/20,怪物事変 19 (ジャンプコミックスDIGITAL),[Kindle 版] 藍本松  販売: 株式会社集英社,543
2024/5/20,怪物事変 20 (ジャンプコミックスDIGITAL),[Kindle 版] 藍本松  販売: 株式会社集英社,502
2024/5/20,怪物事変 20 (ジャンプコミックスDIGITAL),[Kindle 版] 藍本松  販売: 株式会社集英社,502
2024/5/20,怪物事変 21 (ジャンプコミックスDIGITAL),[Kindle 版] 藍本松  販売: 株式会社集英社,502
2024/7/16,いいかげんに生きづらさを終わらせたい: トラウマ治療体験記,[Kindle 版] 三森 みさ  販売: Amazon Services International LLC,550
2024/8/7,ギャル弁　ー歌舞伎町の幽霊ー（１） (コミックＤＡＹＳコミックス),[Kindle 版] ヨウイチ  販売: 株式会社 講談社,759
2024/8/7,ギャル弁　ー歌舞伎町の幽霊ー（２） (コミックＤＡＹＳコミックス),[Kindle 版] ヨウイチ  販売: 株式会社 講談社,759
2024/8/7,ギャル弁　ー歌舞伎町の幽霊ー（３） (コミックＤＡＹＳコミックス),[Kindle 版] ヨウイチ  販売: 株式会社 講談社,759
2024/8/19,ONE PIECE モノクロ版 109 (ジャンプコミックスDIGITAL),[Kindle 版] 尾田栄一郎  販売: 株式会社集英社,543
2024/8/19,なおりはしないが、ましになる（１） (ビッグコミックススペシャル),[Kindle 版] カレー沢薫  販売: 小学館,990
2024/8/19,なおりはしないが、ましになる（３） (ビッグコミックススペシャル),[Kindle 版] カレー沢薫  販売: 小学館,990
2024/12/9,ONE PIECE モノクロ版 110 (ジャンプコミックスDIGITAL),[Kindle 版] 尾田栄一郎  販売: 株式会社集英社,543
2024/12/18,ブラック・ラグーン（１３） (サンデーGXコミックス),[Kindle 版] 広江礼威  販売: 小学館,693
